%time,field.header.seq,field.header.stamp,field.header.frame_id,field.point.x,field.point.y,field.point.z
5343670000000,60569,5343670000000,,605.0,690000000.0,3.0
5343680000000,60570,5343680000000,,605.0,700000000.0,3.0
5343690000000,60571,5343690000000,,605.0,710000000.0,3.0
5343700000000,60572,5343700000000,,605.0,720000000.0,3.0
5343710000000,60573,5343710000000,,605.0,730000000.0,3.0
5343720000000,60574,5343720000000,,605.0,740000000.0,3.0
5343730000000,60575,5343730000000,,605.0,750000000.0,3.0
5343740000000,60576,5343740000000,,605.0,760000000.0,3.0
5343750000000,60577,5343750000000,,605.0,770000000.0,3.0
5343760000000,60578,5343760000000,,605.0,780000000.0,3.0
5343770000000,60579,5343770000000,,605.0,790000000.0,3.0
5343780000000,60580,5343780000000,,605.0,800000000.0,3.0
5343800000000,60581,5343800000000,,605.0,810000000.0,3.0
5343810000000,60582,5343810000000,,605.0,820000000.0,3.0
5343820000000,60583,5343820000000,,605.0,830000000.0,3.0
5343830000000,60584,5343830000000,,605.0,840000000.0,3.0
5343830000000,60585,5343830000000,,605.0,850000000.0,3.0
5343840000000,60586,5343840000000,,605.0,860000000.0,3.0
5343850000000,60587,5343850000000,,605.0,870000000.0,3.0
5343870000000,60588,5343870000000,,605.0,880000000.0,3.0
5343880000000,60589,5343880000000,,605.0,890000000.0,3.0
5343890000000,60590,5343890000000,,605.0,900000000.0,3.0
5343900000000,60591,5343900000000,,605.0,910000000.0,3.0
5343910000000,60592,5343910000000,,605.0,920000000.0,3.0
5343920000000,60593,5343920000000,,605.0,930000000.0,3.0
5343930000000,60594,5343930000000,,605.0,940000000.0,3.0
5343930000000,60595,5343930000000,,605.0,950000000.0,3.0
5343940000000,60596,5343940000000,,605.0,960000000.0,3.0
5343950000000,60597,5343950000000,,605.0,970000000.0,3.0
5343960000000,60598,5343960000000,,605.0,980000000.0,3.0
5343970000000,60599,5343970000000,,605.0,990000000.0,3.0
5343980000000,60600,5343980000000,,606.0,0.0,3.0
5343990000000,60601,5343990000000,,606.0,10000000.0,3.0
5344000000000,60602,5344000000000,,606.0,20000000.0,3.0
5344010000000,60603,5344010000000,,606.0,30000000.0,3.0
5344020000000,60604,5344020000000,,606.0,40000000.0,3.0
5344030000000,60605,5344030000000,,606.0,50000000.0001,3.0
5344040000000,60606,5344040000000,,606.0,60000000.0,3.0
5344050000000,60607,5344050000000,,606.0,70000000.0,3.0
5344060000000,60608,5344060000000,,606.0,80000000.0,3.0
5344070000000,60609,5344070000000,,606.0,90000000.0,3.0
5344080000000,60610,5344080000000,,606.0,100000000.0,3.0
5344090000000,60611,5344090000000,,606.0,110000000.0,3.0
5344100000000,60612,5344100000000,,606.0,120000000.0,3.0
5344110000000,60613,5344110000000,,606.0,130000000.0,3.0
5344150000000,60614,5344150000000,,606.0,140000000.0,3.0
5344150000000,60615,5344150000000,,606.0,150000000.0,3.0
5344160000000,60616,5344160000000,,606.0,160000000.0,3.0
5344170000000,60617,5344170000000,,606.0,170000000.0,3.0
5344180000000,60618,5344180000000,,606.0,180000000.0,3.0
5344190000000,60619,5344190000000,,606.0,190000000.0,3.0
5344200000000,60620,5344200000000,,606.0,200000000.0,3.0
5344210000000,60621,5344210000000,,606.0,210000000.0,3.0
5344220000000,60622,5344220000000,,606.0,220000000.0,3.0
5344230000000,60623,5344230000000,,606.0,230000000.0,3.0
5344240000000,60624,5344240000000,,606.0,240000000.0,3.0
5344250000000,60625,5344250000000,,606.0,250000000.0,3.0
5344260000000,60626,5344260000000,,606.0,260000000.0,3.0
5344270000000,60627,5344270000000,,606.0,270000000.0,3.0
5344280000000,60628,5344280000000,,606.0,280000000.0,3.0
5344290000000,60629,5344290000000,,606.0,290000000.0,3.0
5344300000000,60630,5344300000000,,606.0,300000000.0,3.0
5344310000000,60631,5344310000000,,606.0,310000000.0,3.0
5344320000000,60632,5344320000000,,606.0,320000000.0,3.0
5344330000000,60633,5344330000000,,606.0,330000000.0,3.0
5344340000000,60634,5344340000000,,606.0,340000000.0,3.0
5344350000000,60635,5344350000000,,606.0,350000000.0,3.0
5344360000000,60636,5344360000000,,606.0,360000000.0,3.0
5344370000000,60637,5344370000000,,606.0,370000000.0,3.0
5344380000000,60638,5344380000000,,606.0,380000000.0,3.0
5344390000000,60639,5344390000000,,606.0,390000000.0,3.0
5344410000000,60640,5344410000000,,606.0,400000000.0,3.0
5344410000000,60641,5344410000000,,606.0,410000000.0,3.0
5344420000000,60642,5344420000000,,606.0,420000000.0,3.0
5344430000000,60643,5344430000000,,606.0,430000000.0,3.0
5344440000000,60644,5344440000000,,606.0,440000000.0,3.0
5344450000000,60645,5344450000000,,606.0,450000000.0,3.0
5344460000000,60646,5344460000000,,606.0,460000000.0,3.0
5344470000000,60647,5344470000000,,606.0,470000000.0,3.0
5344480000000,60648,5344480000000,,606.0,480000000.0,3.0
5344490000000,60649,5344490000000,,606.0,490000000.0,3.0
5344500000000,60650,5344500000000,,606.0,500000000.0,3.0
5344510000000,60651,5344510000000,,606.0,510000000.0,3.0
5344520000000,60652,5344520000000,,606.0,520000000.0,3.0
5344530000000,60653,5344530000000,,606.0,530000000.0,3.0
5344550000000,60654,5344550000000,,606.0,540000000.0,3.0
5344560000000,60655,5344560000000,,606.0,550000000.0,3.0
5344570000000,60656,5344570000000,,606.0,560000000.0,3.0
5344580000000,60657,5344580000000,,606.0,570000000.0,3.0
5344590000000,60658,5344590000000,,606.0,580000000.0,3.0
5344600000000,60659,5344600000000,,606.0,590000000.0,3.0
5344610000000,60660,5344610000000,,606.0,600000000.0,3.0
5344620000000,60661,5344620000000,,606.0,610000000.0,3.0
5344630000000,60662,5344630000000,,606.0,620000000.0,3.0
5344640000000,60663,5344640000000,,606.0,630000000.0,3.0
5344650000000,60664,5344650000000,,606.0,640000000.0,3.0
5344660000000,60665,5344660000000,,606.0,650000000.0,3.0
5344690000000,60666,5344690000000,,606.0,660000000.0,3.0
5344690000000,60667,5344690000000,,606.0,670000000.0,3.0
5344700000000,60668,5344700000000,,606.0,680000000.0,3.0
5344710000000,60669,5344710000000,,606.0,690000000.0,3.0
5344720000000,60670,5344720000000,,606.0,700000000.0,3.0
5344730000000,60671,5344730000000,,606.0,710000000.0,3.0
5344740000000,60672,5344740000000,,606.0,720000000.0,3.0
5344750000000,60673,5344750000000,,606.0,730000000.0,3.0
5344760000000,60674,5344760000000,,606.0,740000000.0,3.0
5344770000000,60675,5344770000000,,606.0,750000000.0,3.0
5344780000000,60676,5344780000000,,606.0,760000000.0,3.0
5344790000000,60677,5344790000000,,606.0,770000000.0,3.0
5344800000000,60678,5344800000000,,606.0,780000000.0,3.0
5344810000000,60679,5344810000000,,606.0,790000000.0,3.0
5344820000000,60680,5344820000000,,606.0,800000000.0,3.0
5344830000000,60681,5344830000000,,606.0,810000000.0,3.0
5344840000000,60682,5344840000000,,606.0,820000000.0,3.0
5344850000000,60683,5344850000000,,606.0,830000000.0,3.0
5344860000000,60684,5344860000000,,606.0,840000000.0,3.0
5344870000000,60685,5344870000000,,606.0,850000000.0,3.0
5344880000000,60686,5344880000000,,606.0,860000000.0,3.0
5344890000000,60687,5344890000000,,606.0,870000000.0,3.0
5344900000000,60688,5344900000000,,606.0,880000000.0,3.0
5344910000000,60689,5344910000000,,606.0,890000000.0,3.0
5344920000000,60690,5344920000000,,606.0,900000000.0,3.0
5344930000000,60691,5344930000000,,606.0,910000000.0,3.0
5344950000000,60692,5344950000000,,606.0,920000000.0,3.0
5344950000000,60693,5344950000000,,606.0,930000000.0,3.0
5344960000000,60694,5344960000000,,606.0,940000000.0,3.0
5344970000000,60695,5344970000000,,606.0,950000000.0,3.0
5344980000000,60696,5344980000000,,606.0,960000000.0,3.0
5345000000000,60697,5345000000000,,606.0,970000000.0,3.0
5345000000000,60698,5345000000000,,606.0,980000000.0,3.0
5345010000000,60699,5345010000000,,606.0,990000000.0,3.0
5345020000000,60700,5345020000000,,607.0,0.0,3.0
5345030000000,60701,5345030000000,,607.0,10000000.0,3.0
5345040000000,60702,5345040000000,,607.0,20000000.0,3.0
5345050000000,60703,5345050000000,,607.0,30000000.0,3.0
5345060000000,60704,5345060000000,,607.0,40000000.0,3.0
5345070000000,60705,5345070000000,,607.0,50000000.0001,3.0
5345080000000,60706,5345080000000,,607.0,60000000.0,3.0
5345090000000,60707,5345090000000,,607.0,70000000.0,3.0
5345100000000,60708,5345100000000,,607.0,80000000.0,3.0
5345110000000,60709,5345110000000,,607.0,90000000.0,3.0
5345120000000,60710,5345120000000,,607.0,100000000.0,3.0
5345130000000,60711,5345130000000,,607.0,110000000.0,3.0
5345140000000,60712,5345140000000,,607.0,120000000.0,3.0
5345150000000,60713,5345150000000,,607.0,130000000.0,3.0
5345160000000,60714,5345160000000,,607.0,140000000.0,3.0
5345170000000,60715,5345170000000,,607.0,150000000.0,3.0
5345180000000,60716,5345180000000,,607.0,160000000.0,3.0
5345190000000,60717,5345190000000,,607.0,170000000.0,3.0
5345230000000,60718,5345230000000,,607.0,180000000.0,3.0
5345240000000,60719,5345240000000,,607.0,190000000.0,3.0
5345250000000,60720,5345250000000,,607.0,200000000.0,3.0
5345260000000,60721,5345260000000,,607.0,210000000.0,3.0
5345270000000,60722,5345270000000,,607.0,220000000.0,3.0
5345280000000,60723,5345280000000,,607.0,230000000.0,3.0
5345290000000,60724,5345290000000,,607.0,240000000.0,3.0
5345300000000,60725,5345300000000,,607.0,250000000.0,3.0
5345310000000,60726,5345310000000,,607.0,260000000.0,3.0
5345320000000,60727,5345320000000,,607.0,270000000.0,3.0
5345330000000,60728,5345330000000,,607.0,280000000.0,3.0
5345340000000,60729,5345340000000,,607.0,290000000.0,3.0
5345350000000,60730,5345350000000,,607.0,300000000.0,3.0
5345360000000,60731,5345360000000,,607.0,310000000.0,3.0
5345370000000,60732,5345370000000,,607.0,320000000.0,3.0
5345380000000,60733,5345380000000,,607.0,330000000.0,3.0
5345390000000,60734,5345390000000,,607.0,340000000.0,3.0
5345400000000,60735,5345400000000,,607.0,350000000.0,3.0
5345410000000,60736,5345410000000,,607.0,360000000.0,3.0
5345420000000,60737,5345420000000,,607.0,370000000.0,3.0
5345430000000,60738,5345430000000,,607.0,380000000.0,3.0
5345440000000,60739,5345440000000,,607.0,390000000.0,3.0
5345450000000,60740,5345450000000,,607.0,400000000.0,3.0
5345460000000,60741,5345460000000,,607.0,410000000.0,3.0
5345470000000,60742,5345470000000,,607.0,420000000.0,3.0
5345480000000,60743,5345480000000,,607.0,430000000.0,3.0
5345490000000,60744,5345490000000,,607.0,440000000.0,3.0
5345500000000,60745,5345500000000,,607.0,450000000.0,3.0
5345510000000,60746,5345510000000,,607.0,460000000.0,3.0
5345520000000,60747,5345520000000,,607.0,470000000.0,3.0
5345530000000,60748,5345530000000,,607.0,480000000.0,3.0
5345540000000,60749,5345540000000,,607.0,490000000.0,3.0
5345550000000,60750,5345550000000,,607.0,500000000.0,3.0
5345560000000,60751,5345560000000,,607.0,510000000.0,3.0
5345570000000,60752,5345570000000,,607.0,520000000.0,3.0
5345580000000,60753,5345580000000,,607.0,530000000.0,3.0
5345590000000,60754,5345590000000,,607.0,540000000.0,3.0
5345600000000,60755,5345600000000,,607.0,550000000.0,3.0
5345610000000,60756,5345610000000,,607.0,560000000.0,3.0
5345620000000,60757,5345620000000,,607.0,570000000.0,3.0
5345630000000,60758,5345630000000,,607.0,580000000.0,3.0
5345640000000,60759,5345640000000,,607.0,590000000.0,3.0
5345650000000,60760,5345650000000,,607.0,600000000.0,3.0
5345660000000,60761,5345660000000,,607.0,610000000.0,3.0
5345670000000,60762,5345670000000,,607.0,620000000.0,3.0
5345680000000,60763,5345680000000,,607.0,630000000.0,3.0
5345690000000,60764,5345690000000,,607.0,640000000.0,3.0
5345700000000,60765,5345700000000,,607.0,650000000.0,3.0
5345710000000,60766,5345710000000,,607.0,660000000.0,3.0
5345720000000,60767,5345720000000,,607.0,670000000.0,3.0
5345730000000,60768,5345730000000,,607.0,680000000.0,3.0
5345740000000,60769,5345740000000,,607.0,690000000.0,3.0
5345770000000,60770,5345770000000,,607.0,700000000.0,3.0
5345780000000,60771,5345780000000,,607.0,710000000.0,3.0
5345790000000,60772,5345790000000,,607.0,720000000.0,3.0
5345800000000,60773,5345800000000,,607.0,730000000.0,3.0
5345810000000,60774,5345810000000,,607.0,740000000.0,3.0
5345820000000,60775,5345820000000,,607.0,750000000.0,3.0
5345830000000,60776,5345830000000,,607.0,760000000.0,3.0
5345840000000,60777,5345840000000,,607.0,770000000.0,3.0
5345850000000,60778,5345850000000,,607.0,780000000.0,3.0
5345860000000,60779,5345860000000,,607.0,790000000.0,3.0
5345870000000,60780,5345870000000,,607.0,800000000.0,3.0
5345880000000,60781,5345880000000,,607.0,810000000.0,3.0
5345890000000,60782,5345890000000,,607.0,820000000.0,3.0
5345900000000,60783,5345900000000,,607.0,830000000.0,3.0
5345910000000,60784,5345910000000,,607.0,840000000.0,3.0
5345920000000,60785,5345920000000,,607.0,850000000.0,3.0
5345930000000,60786,5345930000000,,607.0,860000000.0,3.0
5345940000000,60787,5345940000000,,607.0,870000000.0,3.0
5345950000000,60788,5345950000000,,607.0,880000000.0,3.0
5345960000000,60789,5345960000000,,607.0,890000000.0,3.0
5345970000000,60790,5345970000000,,607.0,900000000.0,3.0
5345980000000,60791,5345980000000,,607.0,910000000.0,3.0
5345990000000,60792,5345990000000,,607.0,920000000.0,3.0
5346000000000,60793,5346000000000,,607.0,930000000.0,3.0
5346010000000,60794,5346010000000,,607.0,940000000.0,3.0
5346020000000,60795,5346020000000,,607.0,950000000.0,3.0
5346030000000,60796,5346030000000,,607.0,960000000.0,3.0
5346040000000,60797,5346040000000,,607.0,970000000.0,3.0
5346050000000,60798,5346050000000,,607.0,980000000.0,3.0
5346060000000,60799,5346060000000,,607.0,990000000.0,3.0
5346070000000,60800,5346070000000,,608.0,0.0,3.0
5346080000000,60801,5346080000000,,608.0,10000000.0,3.0
5346090000000,60802,5346090000000,,608.0,20000000.0,3.0
5346100000000,60803,5346100000000,,608.0,30000000.0,3.0
5346110000000,60804,5346110000000,,608.0,40000000.0,3.0
5346120000000,60805,5346120000000,,608.0,50000000.0001,3.0
5346130000000,60806,5346130000000,,608.0,60000000.0,3.0
5346140000000,60807,5346140000000,,608.0,70000000.0,3.0
5346150000000,60808,5346150000000,,608.0,80000000.0,3.0
5346160000000,60809,5346160000000,,608.0,90000000.0,3.0
5346170000000,60810,5346170000000,,608.0,100000000.0,3.0
5346180000000,60811,5346180000000,,608.0,110000000.0,3.0
5346190000000,60812,5346190000000,,608.0,120000000.0,3.0
5346200000000,60813,5346200000000,,608.0,130000000.0,3.0
5346210000000,60814,5346210000000,,608.0,140000000.0,3.0
5346220000000,60815,5346220000000,,608.0,150000000.0,3.0
5346230000000,60816,5346230000000,,608.0,160000000.0,3.0
5346240000000,60817,5346240000000,,608.0,170000000.0,3.0
5346250000000,60818,5346250000000,,608.0,180000000.0,3.0
5346260000000,60819,5346260000000,,608.0,190000000.0,3.0
5346270000000,60820,5346270000000,,608.0,200000000.0,3.0
5346280000000,60821,5346280000000,,608.0,210000000.0,3.0
5346310000000,60822,5346310000000,,608.0,220000000.0,3.0
5346320000000,60823,5346320000000,,608.0,230000000.0,3.0
5346330000000,60824,5346330000000,,608.0,240000000.0,3.0
5346340000000,60825,5346340000000,,608.0,250000000.0,3.0
5346350000000,60826,5346350000000,,608.0,260000000.0,3.0
5346360000000,60827,5346360000000,,608.0,270000000.0,3.0
5346370000000,60828,5346370000000,,608.0,280000000.0,3.0
5346380000000,60829,5346380000000,,608.0,290000000.0,3.0
5346390000000,60830,5346390000000,,608.0,300000000.0,3.0
5346400000000,60831,5346400000000,,608.0,310000000.0,3.0
5346410000000,60832,5346410000000,,608.0,320000000.0,3.0
5346420000000,60833,5346420000000,,608.0,330000000.0,3.0
5346430000000,60834,5346430000000,,608.0,340000000.0,3.0
5346440000000,60835,5346440000000,,608.0,350000000.0,3.0
5346450000000,60836,5346450000000,,608.0,360000000.0,3.0
5346460000000,60837,5346460000000,,608.0,370000000.0,3.0
5346470000000,60838,5346470000000,,608.0,380000000.0,3.0
5346480000000,60839,5346480000000,,608.0,390000000.0,3.0
5346490000000,60840,5346490000000,,608.0,400000000.0,3.0
5346500000000,60841,5346500000000,,608.0,410000000.0,3.0
5346510000000,60842,5346510000000,,608.0,420000000.0,3.0
5346520000000,60843,5346520000000,,608.0,430000000.0,3.0
5346530000000,60844,5346530000000,,608.0,440000000.0,3.0
5346540000000,60845,5346540000000,,608.0,450000000.0,3.0
5346550000000,60846,5346550000000,,608.0,460000000.0,3.0
5346560000000,60847,5346560000000,,608.0,470000000.0,3.0
5346580000000,60848,5346580000000,,608.0,480000000.0,3.0
5346580000000,60849,5346580000000,,608.0,490000000.0,3.0
5346590000000,60850,5346590000000,,608.0,500000000.0,3.0
5346600000000,60851,5346600000000,,608.0,510000000.0,3.0
5346610000000,60852,5346610000000,,608.0,520000000.0,3.0
5346620000000,60853,5346620000000,,608.0,530000000.0,3.0
5346630000000,60854,5346630000000,,608.0,540000000.0,3.0
5346640000000,60855,5346640000000,,608.0,550000000.0,3.0
5346650000000,60856,5346650000000,,608.0,560000000.0,3.0
5346660000000,60857,5346660000000,,608.0,570000000.0,3.0
5346670000000,60858,5346670000000,,608.0,580000000.0,3.0
5346680000000,60859,5346680000000,,608.0,590000000.0,3.0
5346690000000,60860,5346690000000,,608.0,600000000.0,3.0
5346700000000,60861,5346700000000,,608.0,610000000.0,3.0
5346710000000,60862,5346710000000,,608.0,620000000.0,3.0
5346720000000,60863,5346720000000,,608.0,630000000.0,3.0
5346730000000,60864,5346730000000,,608.0,640000000.0,3.0
5346740000000,60865,5346740000000,,608.0,650000000.0,3.0
5346750000000,60866,5346750000000,,608.0,660000000.0,3.0
5346760000000,60867,5346760000000,,608.0,670000000.0,3.0
5346770000000,60868,5346770000000,,608.0,680000000.0,3.0
5346780000000,60869,5346780000000,,608.0,690000000.0,3.0
5346790000000,60870,5346790000000,,608.0,700000000.0,3.0
5346800000000,60871,5346800000000,,608.0,710000000.0,3.0
5346810000000,60872,5346810000000,,608.0,720000000.0,3.0
5346820000000,60873,5346820000000,,608.0,730000000.0,3.0
5346850000000,60874,5346850000000,,608.0,740000000.0,3.0
5346860000000,60875,5346860000000,,608.0,750000000.0,3.0
5346870000000,60876,5346870000000,,608.0,760000000.0,3.0
5346880000000,60877,5346880000000,,608.0,770000000.0,3.0
5346890000000,60878,5346890000000,,608.0,780000000.0,3.0
5346900000000,60879,5346900000000,,608.0,790000000.0,3.0
5346910000000,60880,5346910000000,,608.0,800000000.0,3.0
5346920000000,60881,5346920000000,,608.0,810000000.0,3.0
5346930000000,60882,5346930000000,,608.0,820000000.0,3.0
5346940000000,60883,5346940000000,,608.0,830000000.0,3.0
5346950000000,60884,5346950000000,,608.0,840000000.0,3.0
